Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Coded_item,Encoded_item,Encoded_area
26536,Turkey,"Rice, paddy",1990,49625,593.0,29918.0,10.51,2,2,34
26537,Turkey,"Rice, paddy",1990,49625,593.0,29918.0,11.91,2,2,34
26538,Turkey,"Rice, paddy",1990,49625,593.0,29918.0,14.01,2,2,34
26539,Turkey,"Rice, paddy",1990,49625,593.0,29918.0,17.94,2,2,34
26540,Turkey,Soybeans,1990,21892,593.0,29918.0,19.22,4,4,34
26541,Turkey,Soybeans,1990,21892,593.0,29918.0,10.51,4,4,34
26542,Turkey,Soybeans,1990,21892,593.0,29918.0,11.91,4,4,34
26543,Turkey,Soybeans,1990,21892,593.0,29918.0,14.01,4,4,34
26544,Turkey,Soybeans,1990,21892,593.0,29918.0,17.94,4,4,34
26545,Turkey,Wheat,1990,21227,593.0,29918.0,19.22,5,5,34
26546,Turkey,Wheat,1990,21227,593.0,29918.0,10.51,5,5,34
26547,Turkey,Wheat,1990,21227,593.0,29918.0,11.91,5,5,34
26548,Turkey,Wheat,1990,21227,593.0,29918.0,14.01,5,5,34
26549,Turkey,Wheat,1990,21227,593.0,29918.0,17.94,5,5,34
26550,Turkey,Maize,1991,42489,593.0,24343.0,18.94,0,0,34
26551,Turkey,Maize,1991,42489,593.0,24343.0,10.37,0,0,34
26552,Turkey,Maize,1991,42489,593.0,24343.0,11.2,0,0,34
26553,Turkey,Maize,1991,42489,593.0,24343.0,13.21,0,0,34
26554,Turkey,Maize,1991,42489,593.0,24343.0,17.04,0,0,34
26555,Turkey,Potatoes,1991,230653,593.0,24343.0,18.94,1,1,34
26556,Turkey,Potatoes,1991,230653,593.0,24343.0,10.37,1,1,34
26557,Turkey,Potatoes,1991,230653,593.0,24343.0,11.2,1,1,34
26558,Turkey,Potatoes,1991,230653,593.0,24343.0,13.21,1,1,34
26559,Turkey,Potatoes,1991,230653,593.0,24343.0,17.04,1,1,34
26560,Turkey,"Rice, paddy",1991,49505,593.0,24343.0,18.94,2,2,34
26561,Turkey,"Rice, paddy",1991,49505,593.0,24343.0,10.37,2,2,34
26562,Turkey,"Rice, paddy",1991,49505,593.0,24343.0,11.2,2,2,34
26563,Turkey,"Rice, paddy",1991,49505,593.0,24343.0,13.21,2,2,34
26564,Turkey,"Rice, paddy",1991,49505,593.0,24343.0,17.04,2,2,34
26565,Turkey,Soybeans,1991,22222,593.0,24343.0,18.94,4,4,34
26566,Turkey,Soybeans,1991,22222,593.0,24343.0,10.37,4,4,34
26567,Turkey,Soybeans,1991,22222,593.0,24343.0,11.2,4,4,34
26568,Turkey,Soybeans,1991,22222,593.0,24343.0,13.21,4,4,34
26569,Turkey,Soybeans,1991,22222,593.0,24343.0,17.04,4,4,34
26570,Turkey,Wheat,1991,21288,593.0,24343.0,18.94,5,5,34
26571,Turkey,Wheat,1991,21288,593.0,24343.0,10.37,5,5,34
26572,Turkey,Wheat,1991,21288,593.0,24343.0,11.2,5,5,34
26573,Turkey,Wheat,1991,21288,593.0,24343.0,13.21,5,5,34
26574,Turkey,Wheat,1991,21288,593.0,24343.0,17.04,5,5,34
26575,Turkey,Maize,1992,42427,593.0,27110.0,17.68,0,0,34
26576,Turkey,Maize,1992,42427,593.0,27110.0,9.06,0,0,34
26577,Turkey,Maize,1992,42427,593.0,27110.0,10.77,0,0,34
26578,Turkey,Maize,1992,42427,593.0,27110.0,13.01,0,0,34
26579,Turkey,Maize,1992,42427,593.0,27110.0,16.91,0,0,34
26580,Turkey,Potatoes,1992,236046,593.0,27110.0,17.68,1,1,34
26581,Turkey,Potatoes,1992,236046,593.0,27110.0,9.06,1,1,34
26582,Turkey,Potatoes,1992,236046,593.0,27110.0,10.77,1,1,34
26583,Turkey,Potatoes,1992,236046,593.0,27110.0,13.01,1,1,34
26584,Turkey,Potatoes,1992,236046,593.0,27110.0,16.91,1,1,34
26585,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,17.68,2,2,34
26586,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,9.06,2,2,34
26587,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,10.77,2,2,34
26588,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,13.01,2,2,34
26589,Turkey,"Rice, paddy",1992,50026,593.0,27110.0,16.91,2,2,34
26590,Turkey,Soybeans,1992,20652,593.0,27110.0,17.68,4,4,34
26591,Turkey,Soybeans,1992,20652,593.0,27110.0,9.06,4,4,34
26592,Turkey,Soybeans,1992,20652,593.0,27110.0,10.77,4,4,34
26593,Turkey,Soybeans,1992,20652,593.0,27110.0,13.01,4,4,34
26594,Turkey,Soybeans,1992,20652,593.0,27110.0,16.91,4,4,34
26595,Turkey,Wheat,1992,20405,593.0,27110.0,17.68,5,5,34
26596,Turkey,Wheat,1992,20405,593.0,27110.0,9.06,5,5,34
26597,Turkey,Wheat,1992,20405,593.0,27110.0,10.77,5,5,34
26598,Turkey,Wheat,1992,20405,593.0,27110.0,13.01,5,5,34
26599,Turkey,Wheat,1992,20405,593.0,27110.0,16.91,5,5,34
26600,Turkey,Maize,1993,45455,593.0,28042.0,18.82,0,0,34
26601,Turkey,Maize,1993,45455,593.0,28042.0,9.96,0,0,34
26602,Turkey,Maize,1993,45455,593.0,28042.0,11.45,0,0,34
26603,Turkey,Maize,1993,45455,593.0,28042.0,13.32,0,0,34
26604,Turkey,Maize,1993,45455,593.0,28042.0,17.39,0,0,34
26605,Turkey,Potatoes,1993,242315,593.0,28042.0,18.82,1,1,34
26606,Turkey,Potatoes,1993,242315,593.0,28042.0,9.96,1,1,34
26607,Turkey,Potatoes,1993,242315,593.0,28042.0,11.45,1,1,34
26608,Turkey,Potatoes,1993,242315,593.0,28042.0,13.32,1,1,34
26609,Turkey,Potatoes,1993,242315,593.0,28042.0,17.39,1,1,34
26610,Turkey,"Rice, paddy",1993,50176,593.0,28042.0,18.82,2,2,34
26611,Turkey,"Rice, paddy",1993,50176,593.0,28042.0,9.96,2,2,34
26612,Turkey,"Rice, paddy",1993,50176,593.0,28042.0,11.45,2,2,34
26613,Turkey,"Rice, paddy",1993,50176,593.0,28042.0,13.32,2,2,34
26614,Turkey,"Rice, paddy",1993,50176,593.0,28042.0,17.39,2,2,34
26615,Turkey,Soybeans,1993,23551,593.0,28042.0,18.82,4,4,34
26616,Turkey,Soybeans,1993,23551,593.0,28042.0,9.96,4,4,34
26617,Turkey,Soybeans,1993,23551,593.0,28042.0,11.45,4,4,34
26618,Turkey,Soybeans,1993,23551,593.0,28042.0,13.32,4,4,34
26619,Turkey,Soybeans,1993,23551,593.0,28042.0,17.39,4,4,34
26620,Turkey,Wheat,1993,21642,593.0,28042.0,18.82,5,5,34
26621,Turkey,Wheat,1993,21642,593.0,28042.0,9.96,5,5,34
26622,Turkey,Wheat,1993,21642,593.0,28042.0,11.45,5,5,34
26623,Turkey,Wheat,1993,21642,593.0,28042.0,13.32,5,5,34
26624,Turkey,Wheat,1993,21642,593.0,28042.0,17.39,5,5,34
26625,Turkey,Maize,1994,38181,593.0,24219.0,19.76,0,0,34
26626,Turkey,Maize,1994,38181,593.0,24219.0,11.7,0,0,34
26627,Turkey,Maize,1994,38181,593.0,24219.0,12.83,0,0,34
26628,Turkey,Maize,1994,38181,593.0,24219.0,14.88,0,0,34
26629,Turkey,Maize,1994,38181,593.0,24219.0,18.35,0,0,34
26630,Turkey,Potatoes,1994,229189,593.0,24219.0,19.76,1,1,34
26631,Turkey,Potatoes,1994,229189,593.0,24219.0,11.7,1,1,34
26632,Turkey,Potatoes,1994,229189,593.0,24219.0,12.83,1,1,34
26633,Turkey,Potatoes,1994,229189,593.0,24219.0,14.88,1,1,34
26634,Turkey,Potatoes,1994,229189,593.0,24219.0,18.35,1,1,34
26635,Turkey,"Rice, paddy",1994,50554,593.0,24219.0,19.76,2,2,34
26636,Turkey,"Rice, paddy",1994,50554,593.0,24219.0,11.7,2,2,34
26637,Turkey,"Rice, paddy",1994,50554,593.0,24219.0,12.83,2,2,34
26638,Turkey,"Rice, paddy",1994,50554,593.0,24219.0,14.88,2,2,34
26639,Turkey,"Rice, paddy",1994,50554,593.0,24219.0,18.35,2,2,34
26640,Turkey,Soybeans,1994,24138,593.0,24219.0,19.76,4,4,34
26641,Turkey,Soybeans,1994,24138,593.0,24219.0,11.7,4,4,34
26642,Turkey,Soybeans,1994,24138,593.0,24219.0,12.83,4,4,34
26643,Turkey,Soybeans,1994,24138,593.0,24219.0,14.88,4,4,34
26644,Turkey,Soybeans,1994,24138,593.0,24219.0,18.35,4,4,34
26645,Turkey,Wheat,1994,17975,593.0,24219.0,19.76,5,5,34
26646,Turkey,Wheat,1994,17975,593.0,24219.0,11.7,5,5,34
26647,Turkey,Wheat,1994,17975,593.0,24219.0,12.83,5,5,34
26648,Turkey,Wheat,1994,17975,593.0,24219.0,14.88,5,5,34
26649,Turkey,Wheat,1994,17975,593.0,24219.0,18.35,5,5,34
26650,Turkey,Maize,1995,37322,593.0,27328.0,19.15,0,0,34
26651,Turkey,Maize,1995,37322,593.0,27328.0,10.93,0,0,34
26652,Turkey,Maize,1995,37322,593.0,27328.0,12.06,0,0,34
26653,Turkey,Maize,1995,37322,593.0,27328.0,14.14,0,0,34
26654,Turkey,Maize,1995,37322,593.0,27328.0,17.64,0,0,34
26655,Turkey,Potatoes,1995,237707,593.0,27328.0,19.15,1,1,34
26656,Turkey,Potatoes,1995,237707,593.0,27328.0,10.93,1,1,34
26657,Turkey,Potatoes,1995,237707,593.0,27328.0,12.06,1,1,34
26658,Turkey,Potatoes,1995,237707,593.0,27328.0,14.14,1,1,34
26659,Turkey,Potatoes,1995,237707,593.0,27328.0,17.64,1,1,34
26660,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,19.15,2,2,34
26661,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,10.93,2,2,34
26662,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,12.06,2,2,34
26663,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,14.14,2,2,34
26664,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,17.64,2,2,34
26665,Turkey,Soybeans,1995,24194,593.0,27328.0,19.15,4,4,34
26666,Turkey,Soybeans,1995,24194,593.0,27328.0,10.93,4,4,34
26667,Turkey,Soybeans,1995,24194,593.0,27328.0,12.06,4,4,34
26668,Turkey,Soybeans,1995,24194,593.0,27328.0,14.14,4,4,34
26669,Turkey,Soybeans,1995,24194,593.0,27328.0,17.64,4,4,34
26670,Turkey,Wheat,1995,19315,593.0,27328.0,19.15,5,5,34
26671,Turkey,Wheat,1995,19315,593.0,27328.0,10.93,5,5,34
26672,Turkey,Wheat,1995,19315,593.0,27328.0,12.06,5,5,34
26673,Turkey,Wheat,1995,19315,593.0,27328.0,14.14,5,5,34
26674,Turkey,Wheat,1995,19315,593.0,27328.0,17.64,5,5,34
26675,Turkey,Maize,1996,36396,593.0,30286.0,19.47,0,0,34
26676,Turkey,Maize,1996,36396,593.0,30286.0,11.29,0,0,34
26677,Turkey,Maize,1996,36396,593.0,30286.0,11.92,0,0,34
26678,Turkey,Maize,1996,36396,593.0,30286.0,13.77,0,0,34
26679,Turkey,Maize,1996,36396,593.0,30286.0,17.49,0,0,34
26680,Turkey,Potatoes,1996,235756,593.0,30286.0,19.47,1,1,34
26681,Turkey,Potatoes,1996,235756,593.0,30286.0,11.29,1,1,34
26682,Turkey,Potatoes,1996,235756,593.0,30286.0,11.92,1,1,34
26683,Turkey,Potatoes,1996,235756,593.0,30286.0,13.77,1,1,34
26684,Turkey,Potatoes,1996,235756,593.0,30286.0,17.49,1,1,34
26685,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,19.47,2,2,34
26686,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,11.29,2,2,34
26687,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,11.92,2,2,34
26688,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,13.77,2,2,34
26689,Turkey,"Rice, paddy",1996,51114,593.0,30286.0,17.49,2,2,34
26690,Turkey,Soybeans,1996,24390,593.0,30286.0,19.47,4,4,34
26691,Turkey,Soybeans,1996,24390,593.0,30286.0,11.29,4,4,34
26692,Turkey,Soybeans,1996,24390,593.0,30286.0,11.92,4,4,34
26693,Turkey,Soybeans,1996,24390,593.0,30286.0,13.77,4,4,34
26694,Turkey,Soybeans,1996,24390,593.0,30286.0,17.49,4,4,34
26695,Turkey,Wheat,1996,19852,593.0,30286.0,19.47,5,5,34
26696,Turkey,Wheat,1996,19852,593.0,30286.0,11.29,5,5,34
26697,Turkey,Wheat,1996,19852,593.0,30286.0,11.92,5,5,34
26698,Turkey,Wheat,1996,19852,593.0,30286.0,13.77,5,5,34
26699,Turkey,Wheat,1996,19852,593.0,30286.0,17.49,5,5,34
26700,Turkey,Maize,1997,38247,593.0,34431.0,18.65,0,0,34
26701,Turkey,Maize,1997,38247,593.0,34431.0,10.13,0,0,34
26702,Turkey,Maize,1997,38247,593.0,34431.0,11.34,0,0,34
26703,Turkey,Maize,1997,38247,593.0,34431.0,13.16,0,0,34
26704,Turkey,Maize,1997,38247,593.0,34431.0,17.2,0,0,34
26705,Turkey,Potatoes,1997,241821,593.0,34431.0,18.65,1,1,34
26706,Turkey,Potatoes,1997,241821,593.0,34431.0,10.13,1,1,34
26707,Turkey,Potatoes,1997,241821,593.0,34431.0,11.34,1,1,34
26708,Turkey,Potatoes,1997,241821,593.0,34431.0,13.16,1,1,34
26709,Turkey,Potatoes,1997,241821,593.0,34431.0,17.2,1,1,34
26710,Turkey,"Rice, paddy",1997,50005,593.0,34431.0,18.65,2,2,34
26711,Turkey,"Rice, paddy",1997,50005,593.0,34431.0,10.13,2,2,34
26712,Turkey,"Rice, paddy",1997,50005,593.0,34431.0,11.34,2,2,34
26713,Turkey,"Rice, paddy",1997,50005,593.0,34431.0,13.16,2,2,34
26714,Turkey,"Rice, paddy",1997,50005,593.0,34431.0,17.2,2,2,34
26715,Turkey,Soybeans,1997,21053,593.0,34431.0,18.65,4,4,34
26716,Turkey,Soybeans,1997,21053,593.0,34431.0,10.13,4,4,34
26717,Turkey,Soybeans,1997,21053,593.0,34431.0,11.34,4,4,34
26718,Turkey,Soybeans,1997,21053,593.0,34431.0,13.16,4,4,34
26719,Turkey,Soybeans,1997,21053,593.0,34431.0,17.2,4,4,34
26720,Turkey,Wheat,1997,20174,593.0,34431.0,18.65,5,5,34
26721,Turkey,Wheat,1997,20174,593.0,34431.0,10.13,5,5,34
26722,Turkey,Wheat,1997,20174,593.0,34431.0,11.34,5,5,34
26723,Turkey,Wheat,1997,20174,593.0,34431.0,13.16,5,5,34
26724,Turkey,Wheat,1997,20174,593.0,34431.0,17.2,5,5,34
26725,Turkey,Maize,1998,42192,593.0,30162.0,19.92,0,0,34
26726,Turkey,Maize,1998,42192,593.0,30162.0,11.72,0,0,34
26727,Turkey,Maize,1998,42192,593.0,30162.0,12.56,0,0,34
26728,Turkey,Maize,1998,42192,593.0,30162.0,14.48,0,0,34
26729,Turkey,Maize,1998,42192,593.0,30162.0,18.08,0,0,34
26730,Turkey,Potatoes,1998,258890,593.0,30162.0,19.92,1,1,34
26731,Turkey,Potatoes,1998,258890,593.0,30162.0,11.72,1,1,34
26732,Turkey,Potatoes,1998,258890,593.0,30162.0,12.56,1,1,34
26733,Turkey,Potatoes,1998,258890,593.0,30162.0,14.48,1,1,34
26734,Turkey,Potatoes,1998,258890,593.0,30162.0,18.08,1,1,34
26735,Turkey,"Rice, paddy",1998,52601,593.0,30162.0,19.92,2,2,34
26736,Turkey,"Rice, paddy",1998,52601,593.0,30162.0,11.72,2,2,34
26737,Turkey,"Rice, paddy",1998,52601,593.0,30162.0,12.56,2,2,34
26738,Turkey,"Rice, paddy",1998,52601,593.0,30162.0,14.48,2,2,34
26739,Turkey,"Rice, paddy",1998,52601,593.0,30162.0,18.08,2,2,34
26740,Turkey,Soybeans,1998,26087,593.0,30162.0,19.92,4,4,34
26741,Turkey,Soybeans,1998,26087,593.0,30162.0,11.72,4,4,34
26742,Turkey,Soybeans,1998,26087,593.0,30162.0,12.56,4,4,34
26743,Turkey,Soybeans,1998,26087,593.0,30162.0,14.48,4,4,34
26744,Turkey,Soybeans,1998,26087,593.0,30162.0,18.08,4,4,34
26745,Turkey,Wheat,1998,22564,593.0,30162.0,19.92,5,5,34
26746,Turkey,Wheat,1998,22564,593.0,30162.0,11.72,5,5,34
26747,Turkey,Wheat,1998,22564,593.0,30162.0,12.56,5,5,34
26748,Turkey,Wheat,1998,22564,593.0,30162.0,14.48,5,5,34
26749,Turkey,Wheat,1998,22564,593.0,30162.0,18.08,5,5,34
26750,Turkey,Maize,1999,44376,593.0,33089.0,20.02,0,0,34
26751,Turkey,Maize,1999,44376,593.0,33089.0,11.69,0,0,34
26752,Turkey,Maize,1999,44376,593.0,33089.0,13.02,0,0,34
26753,Turkey,Maize,1999,44376,593.0,33089.0,15.0,0,0,34
26754,Turkey,Maize,1999,44376,593.0,33089.0,18.74,0,0,34
26755,Turkey,Potatoes,1999,272975,593.0,33089.0,20.02,1,1,34
26756,Turkey,Potatoes,1999,272975,593.0,33089.0,11.69,1,1,34
26757,Turkey,Potatoes,1999,272975,593.0,33089.0,13.02,1,1,34
26758,Turkey,Potatoes,1999,272975,593.0,33089.0,15.0,1,1,34
26759,Turkey,Potatoes,1999,272975,593.0,33089.0,18.74,1,1,34
26760,Turkey,"Rice, paddy",1999,52321,593.0,33089.0,20.02,2,2,34
26761,Turkey,"Rice, paddy",1999,52321,593.0,33089.0,11.69,2,2,34
26762,Turkey,"Rice, paddy",1999,52321,593.0,33089.0,13.02,2,2,34
26763,Turkey,"Rice, paddy",1999,52321,593.0,33089.0,15.0,2,2,34
26764,Turkey,"Rice, paddy",1999,52321,593.0,33089.0,18.74,2,2,34
26765,Turkey,Soybeans,1999,27500,593.0,33089.0,20.02,4,4,34
26766,Turkey,Soybeans,1999,27500,593.0,33089.0,11.69,4,4,34
26767,Turkey,Soybeans,1999,27500,593.0,33089.0,13.02,4,4,34
26768,Turkey,Soybeans,1999,27500,593.0,33089.0,15.0,4,4,34
26769,Turkey,Soybeans,1999,27500,593.0,33089.0,18.74,4,4,34
26770,Turkey,Wheat,1999,19409,593.0,33089.0,20.02,5,5,34
26771,Turkey,Wheat,1999,19409,593.0,33089.0,11.69,5,5,34
26772,Turkey,Wheat,1999,19409,593.0,33089.0,13.02,5,5,34
26773,Turkey,Wheat,1999,19409,593.0,33089.0,15.0,5,5,34
26774,Turkey,Wheat,1999,19409,593.0,33089.0,18.74,5,5,34
26775,Turkey,Maize,2000,41605,593.0,33471.0,19.33,0,0,34
26776,Turkey,Maize,2000,41605,593.0,33471.0,10.39,0,0,34
26777,Turkey,Maize,2000,41605,593.0,33471.0,12.03,0,0,34
26778,Turkey,Maize,2000,41605,593.0,33471.0,14.29,0,0,34
26779,Turkey,Maize,2000,41605,593.0,33471.0,17.97,0,0,34
26780,Turkey,Potatoes,2000,263762,593.0,33471.0,19.33,1,1,34
26781,Turkey,Potatoes,2000,263762,593.0,33471.0,10.39,1,1,34
26782,Turkey,Potatoes,2000,263762,593.0,33471.0,12.03,1,1,34
26783,Turkey,Potatoes,2000,263762,593.0,33471.0,14.29,1,1,34
26784,Turkey,Potatoes,2000,263762,593.0,33471.0,17.97,1,1,34
26785,Turkey,"Rice, paddy",2000,60492,593.0,33471.0,19.33,2,2,34
26786,Turkey,"Rice, paddy",2000,60492,593.0,33471.0,10.39,2,2,34
26787,Turkey,"Rice, paddy",2000,60492,593.0,33471.0,12.03,2,2,34
26788,Turkey,"Rice, paddy",2000,60492,593.0,33471.0,14.29,2,2,34
26789,Turkey,"Rice, paddy",2000,60492,593.0,33471.0,17.97,2,2,34
26790,Turkey,Soybeans,2000,29667,593.0,33471.0,19.33,4,4,34
26791,Turkey,Soybeans,2000,29667,593.0,33471.0,10.39,4,4,34
26792,Turkey,Soybeans,2000,29667,593.0,33471.0,12.03,4,4,34
26793,Turkey,Soybeans,2000,29667,593.0,33471.0,14.29,4,4,34
26794,Turkey,Soybeans,2000,29667,593.0,33471.0,17.97,4,4,34
26795,Turkey,Wheat,2000,22928,593.0,33471.0,19.33,5,5,34
26796,Turkey,Wheat,2000,22928,593.0,33471.0,10.39,5,5,34
26797,Turkey,Wheat,2000,22928,593.0,33471.0,12.03,5,5,34
26798,Turkey,Wheat,2000,22928,593.0,33471.0,14.29,5,5,34
26799,Turkey,Wheat,2000,22928,593.0,33471.0,17.97,5,5,34
26800,Turkey,Maize,2001,40063,593.0,25539.0,20.09,0,0,34
26801,Turkey,Maize,2001,40063,593.0,25539.0,12.32,0,0,34
26802,Turkey,Maize,2001,40063,593.0,25539.0,13.16,0,0,34
26803,Turkey,Maize,2001,40063,593.0,25539.0,15.11,0,0,34
26804,Turkey,Maize,2001,40063,593.0,25539.0,18.63,0,0,34
26805,Turkey,Potatoes,2001,250409,593.0,25539.0,20.09,1,1,34
26806,Turkey,Potatoes,2001,250409,593.0,25539.0,12.32,1,1,34
26807,Turkey,Potatoes,2001,250409,593.0,25539.0,13.16,1,1,34
26808,Turkey,Potatoes,2001,250409,593.0,25539.0,15.11,1,1,34
26809,Turkey,Potatoes,2001,250409,593.0,25539.0,18.63,1,1,34
26810,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,20.09,2,2,34
26811,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,12.32,2,2,34
26812,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,13.16,2,2,34
26813,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,15.11,2,2,34
26814,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,18.63,2,2,34
26815,Turkey,Soybeans,2001,33064,593.0,25539.0,20.09,4,4,34
26816,Turkey,Soybeans,2001,33064,593.0,25539.0,12.32,4,4,34
26817,Turkey,Soybeans,2001,33064,593.0,25539.0,13.16,4,4,34
26818,Turkey,Soybeans,2001,33064,593.0,25539.0,15.11,4,4,34
26819,Turkey,Soybeans,2001,33064,593.0,25539.0,18.63,4,4,34
26820,Turkey,Wheat,2001,20765,593.0,25539.0,20.09,5,5,34
26821,Turkey,Wheat,2001,20765,593.0,25539.0,12.32,5,5,34
26822,Turkey,Wheat,2001,20765,593.0,25539.0,13.16,5,5,34
26823,Turkey,Wheat,2001,20765,593.0,25539.0,15.11,5,5,34
26824,Turkey,Wheat,2001,20765,593.0,25539.0,18.63,5,5,34
26825,Turkey,Maize,2002,42163,593.0,27915.0,19.54,0,0,34
26826,Turkey,Maize,2002,42163,593.0,27915.0,10.81,0,0,34
26827,Turkey,Maize,2002,42163,593.0,27915.0,12.24,0,0,34
26828,Turkey,Maize,2002,42163,593.0,27915.0,14.51,0,0,34
26829,Turkey,Maize,2002,42163,593.0,27915.0,18.18,0,0,34
26830,Turkey,Potatoes,2002,262966,593.0,27915.0,19.54,1,1,34
26831,Turkey,Potatoes,2002,262966,593.0,27915.0,10.81,1,1,34
26832,Turkey,Potatoes,2002,262966,593.0,27915.0,12.24,1,1,34
26833,Turkey,Potatoes,2002,262966,593.0,27915.0,14.51,1,1,34
26834,Turkey,Potatoes,2002,262966,593.0,27915.0,18.18,1,1,34
26835,Turkey,"Rice, paddy",2002,60192,593.0,27915.0,19.54,2,2,34
26836,Turkey,"Rice, paddy",2002,60192,593.0,27915.0,10.81,2,2,34
26837,Turkey,"Rice, paddy",2002,60192,593.0,27915.0,12.24,2,2,34
26838,Turkey,"Rice, paddy",2002,60192,593.0,27915.0,14.51,2,2,34
26839,Turkey,"Rice, paddy",2002,60192,593.0,27915.0,18.18,2,2,34
26840,Turkey,Soybeans,2002,29412,593.0,27915.0,19.54,4,4,34
26841,Turkey,Soybeans,2002,29412,593.0,27915.0,10.81,4,4,34
26842,Turkey,Soybeans,2002,29412,593.0,27915.0,12.24,4,4,34
26843,Turkey,Soybeans,2002,29412,593.0,27915.0,14.51,4,4,34
26844,Turkey,Soybeans,2002,29412,593.0,27915.0,18.18,4,4,34
26845,Turkey,Wheat,2002,21006,593.0,27915.0,19.54,5,5,34
26846,Turkey,Wheat,2002,21006,593.0,27915.0,10.81,5,5,34
26847,Turkey,Wheat,2002,21006,593.0,27915.0,12.24,5,5,34
26848,Turkey,Wheat,2002,21006,593.0,27915.0,14.51,5,5,34
26849,Turkey,Wheat,2002,21006,593.0,27915.0,18.18,5,5,34
26850,Turkey,Maize,2004,55076,593.0,28831.0,19.48,0,0,34
26851,Turkey,Maize,2004,55076,593.0,28831.0,10.99,0,0,34
26852,Turkey,Maize,2004,55076,593.0,28831.0,12.26,0,0,34
26853,Turkey,Maize,2004,55076,593.0,28831.0,14.23,0,0,34
26854,Turkey,Maize,2004,55076,593.0,28831.0,17.97,0,0,34
26855,Turkey,Potatoes,2004,268306,593.0,28831.0,19.48,1,1,34
26856,Turkey,Potatoes,2004,268306,593.0,28831.0,10.99,1,1,34
26857,Turkey,Potatoes,2004,268306,593.0,28831.0,12.26,1,1,34
26858,Turkey,Potatoes,2004,268306,593.0,28831.0,14.23,1,1,34
26859,Turkey,Potatoes,2004,268306,593.0,28831.0,17.97,1,1,34
26860,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,19.48,2,2,34
26861,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,10.99,2,2,34
26862,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,12.26,2,2,34
26863,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,14.23,2,2,34
26864,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,17.97,2,2,34
26865,Turkey,Sorghum,2004,23333,593.0,28831.0,19.48,3,3,34
26866,Turkey,Sorghum,2004,23333,593.0,28831.0,10.99,3,3,34
26867,Turkey,Sorghum,2004,23333,593.0,28831.0,12.26,3,3,34
26868,Turkey,Sorghum,2004,23333,593.0,28831.0,14.23,3,3,34
26869,Turkey,Sorghum,2004,23333,593.0,28831.0,17.97,3,3,34
26870,Turkey,Soybeans,2004,35714,593.0,28831.0,19.48,4,4,34
26871,Turkey,Soybeans,2004,35714,593.0,28831.0,10.99,4,4,34
26872,Turkey,Soybeans,2004,35714,593.0,28831.0,12.26,4,4,34
26873,Turkey,Soybeans,2004,35714,593.0,28831.0,14.23,4,4,34
26874,Turkey,Soybeans,2004,35714,593.0,28831.0,17.97,4,4,34
26875,Turkey,Wheat,2004,22658,593.0,28831.0,19.48,5,5,34
26876,Turkey,Wheat,2004,22658,593.0,28831.0,10.99,5,5,34
26877,Turkey,Wheat,2004,22658,593.0,28831.0,12.26,5,5,34
26878,Turkey,Wheat,2004,22658,593.0,28831.0,14.23,5,5,34
26879,Turkey,Wheat,2004,22658,593.0,28831.0,17.97,5,5,34
26880,Turkey,Maize,2005,70000,593.0,40332.0,19.44,0,0,34
26881,Turkey,Maize,2005,70000,593.0,40332.0,11.24,0,0,34
26882,Turkey,Maize,2005,70000,593.0,40332.0,12.2,0,0,34
26883,Turkey,Maize,2005,70000,593.0,40332.0,14.23,0,0,34
26884,Turkey,Maize,2005,70000,593.0,40332.0,17.78,0,0,34
26885,Turkey,Potatoes,2005,266540,593.0,40332.0,19.44,1,1,34
26886,Turkey,Potatoes,2005,266540,593.0,40332.0,11.24,1,1,34
26887,Turkey,Potatoes,2005,266540,593.0,40332.0,12.2,1,1,34
26888,Turkey,Potatoes,2005,266540,593.0,40332.0,14.23,1,1,34
26889,Turkey,Potatoes,2005,266540,593.0,40332.0,17.78,1,1,34
26890,Turkey,"Rice, paddy",2005,70664,593.0,40332.0,19.44,2,2,34
26891,Turkey,"Rice, paddy",2005,70664,593.0,40332.0,11.24,2,2,34
